# Cyanide Concentration,coordinate,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std,RGB-KMEANS
0,1,[200.44625, 134.93125, 252.745],[13.954152103854248, 16.01539176659441, 3.2365066043498194],[136.551875, 118.9075, 252.745],[3.398500990786232, 15.681205111533998, 3.2365066043498194],[171.474375, 174.245625, 78.8625],[10.481917446697194, 8.015472123298476, 5.977967359395667],[167.979375],[11.527096321683748],[216.28693182 127.26988636 253.36079545 189.56962025 125.89451477
 251.53727145 204.46368715 151.91806331 253.94040968]
10,1,[207.949375, 129.69625, 252.766875],[11.970194739826708, 15.57827769483841, 3.254808402099116],[139.015, 124.215, 252.766875],[2.7170342287133598, 15.169130660654222, 3.254808402099116],[170.74625, 178.97, 78.456875],[10.005216686184262, 7.159720664942173, 5.606860996526934],[167.155],[11.27146729578718],[217.70877944 146.60171306 254.41755889 198.85788114 109.7622739
 250.56847545 206.55630027 129.45442359 252.87399464]
20,1,[142.4825, 68.839375, 244.666875],[15.144048129545812, 14.661039342740166, 10.398961618083558],[132.456875, 183.444375, 244.666875],[2.297964367516389, 14.358992160293667, 10.398961618083558],[122.36, 192.4825, 52.13],[9.9953939392102, 5.857767812913039, 4.4782083470959675],[110.92125],[11.978472291469393],[156.66605505  81.42201835 251.77798165 123.9186747   57.11445783
 229.34036145 140.3153527   64.73858921 246.34439834]
30,1,[147.0975, 68.126875, 233.676875],[14.076061016847007, 16.080913460819787, 13.459614230518458],[134.238125, 180.921875, 233.676875],[2.321943471399552, 15.962793348420414, 13.459614230518458],[121.34625, 190.884375, 57.72125],[10.89197461149722, 6.3010718024297265, 5.0953212300599855],[110.63125],[12.825181224353129],[134.47306792  50.99297424 219.58313817 161.52549889  83.29933481
 246.74279379 145.55124654  68.78254848 233.85041551]
40,1,[148.87125, 68.08125, 226.175625],[16.426911561139544, 15.417511097369122, 13.060906586427109],[135.245625, 178.3475, 226.175625],[2.6230313302313033, 16.388616285397617, 13.060906586427109],[120.499375, 189.49, 61.40625],[10.983908667199259, 6.728198124312332, 5.487026602587234],[110.2825],[12.617307309802674],[149.59813084  58.24766355 227.63395639 160.089141    82.14748784
 233.87358185 127.20527859  61.14369501 209.50146628]
50,1,[153.804375, 67.88375, 223.056875],[12.466098261259413, 17.306797391126413, 14.604019660161205],[136.545, 177.66875, 223.056875],[3.1353588311387903, 18.146839213413998, 14.604019660161205],[121.6175, 189.681875, 63.94],[10.01180272228733, 7.029805935043655, 6.189216428595788],[111.284375],[12.255550002320376],[158.53199269  86.02925046 232.20840951 152.41863905  62.98372781
 226.29733728 149.42970822  50.34217507 203.96816976]
60,1,[145.205625, 69.01125, 223.55125],[13.710200339870129, 16.612679598351978, 13.85987458231495],[134.72375, 176.476875, 223.55125],[2.8464778125782044, 17.668176624495665, 13.85987458231495],[119.335625, 187.739375, 62.1525],[10.64021761334678, 6.822129404326408, 6.070460752694148],[109.425625],[12.598689152422763],[141.15901639  52.55409836 215.06885246 158.          82.39484127
 235.61309524 137.01646091  75.78806584 221.68930041]
70,1,[146.601875, 68.6125, 232.880625],[14.213844359791441, 15.817232493391504, 13.214911070808421],[134.17, 180.064375, 232.880625],[2.934467583736443, 16.115256152459228, 13.214911070808421],[121.331875, 190.368125, 58.15],[9.901791958245486, 6.749730289750473, 5.623055219362513],[110.68125],[11.77718762852575],[160.68379447  77.84782609 242.59486166 137.39566929  77.03543307
 234.91732283 142.42320819  53.33617747 222.72696246]
80,1,[143.84625, 67.6875, 226.6825],[14.642365278106539, 15.990734621961558, 13.656562296200313],[134.260625, 179.085, 226.6825],[2.6113118560170094, 16.346032393213957, 13.656562296200313],[118.91, 188.819375, 60.08],[10.921281976031935, 6.849032749912575, 5.165738088598763],[108.5975],[12.46662519489537],[149.84954407  61.14285714 230.99392097 151.18336887  86.5010661
 235.67803838 128.21987315  58.13742072 211.7653277 ]
90,1,[145.87875, 70.293125, 227.223125],[13.872330317488117, 15.222301164225302, 13.337103892313916],[134.329375, 176.188125, 227.223125],[2.875480326723694, 16.156623532915997, 13.337103892313916],[120.7175, 188.12875, 60.950625],[9.713209755276573, 7.291839509856206, 5.44432613914477],[110.8025],[11.215156875853319],[158.04098361  72.44754098 236.43278689 139.3074266   57.74093264
 216.10880829 137.08515815  84.77858881 229.21167883]
100,1,[168.41, 67.41125, 231.081875],[16.720366323738244, 14.383658207754381, 14.114626154609091],[138.478125, 180.72, 231.081875],[2.08315181500893, 14.875242855160382, 14.114626154609091],[127.328125, 194.645, 63.0975],[11.248742551253228, 5.975280328151977, 5.3205257024094905],[116.296875],[12.74818576246734],[166.46760563  66.72394366 229.55915493 185.01119403  77.35820896
 244.27052239 147.16949153  53.72881356 214.16666667]
0,2,[227.668125, 166.9125, 252.99375],[11.065395789775213, 14.685148747969835, 3.0522468670636718],[141.076875, 86.793125, 252.996875],[3.582033672981733, 14.23939351708404, 3.047025637301892],[196.093125, 165.03875, 94.038125],[9.440376196655249, 7.415928696899668, 5.244441961198064],[194.90125],[10.20968894910614],[218.82978723 162.37943262 252.07978723 225.96517413 139.84577114
 251.28358209 234.04790419 176.48982036 254.02275449]
10,2,[226.885625, 166.209375, 252.8475],[10.318008206983313, 14.426903240452367, 3.258334505541136],[140.900625, 87.403125, 252.8475],[3.2512689229553127, 13.88432084166795, 3.258334505541136],[195.46125, 165.1625, 93.719375],[9.434365290654162, 7.131696414598704, 5.187424660597491],[194.255],[10.095542333129014],[214.60779221 151.41298701 250.76623377 230.13675214 179.24501425
 253.89173789 231.65107212 159.47563353 252.98050682]
20,2,[165.1875, 102.2525, 251.300625],[13.190520980992373, 14.838800280009162, 4.913908791316237],[132.540625, 151.388125, 251.300625],[2.8698169992832296, 14.178724695274079, 4.913908791316237],[144.96375, 182.386875, 62.918125],[9.156756299995102, 7.1731062124002465, 4.375519567362829],[138.088125],[10.602375157688725],[150.26650943 103.18867925 249.34669811 173.81216931 111.70899471
 253.92460317 164.72619048  84.28571429 248.55      ]
